id,lang,label,HuggingFaceTB/SmolLM3-3B,microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-3B-Instruct,Qwen/Qwen2.5-Omni-7B,google/gemma-3n-E4B-it,meta-llama/Llama-3.1-8B-Instruct,Qwen/Qwen2.5-7B-Instruct
es_942,es,1,0,0,1,0,0,0,0
es_285,es,0,1,1,1,1,0,1,1
es_274,es,0,0,1,1,1,0,0,1
es_1641,es,0,1,1,1,1,1,1,1
es_860,es,0,0,1,1,1,1,0,0
es_568,es,0,0,1,1,1,1,1,0
es_1700,es,0,1,1,1,1,1,1,1
es_679,es,0,0,0,1,1,0,0,0
es_855,es,0,0,1,1,1,0,0,0
es_394,es,0,0,1,1,1,1,1,1
es_955,es,0,0,1,1,1,0,0,0
es_1847,es,1,1,1,1,1,1,1,1
es_676,es,0,1,1,1,1,1,1,1
es_1894,es,0,1,1,1,1,1,1,1
es_716,es,0,0,0,1,0,0,0,0
es_867,es,0,0,1,1,0,0,0,0
es_524,es,0,0,0,1,1,1,1,1
es_280,es,0,0,0,1,0,0,0,0
es_308,es,1,1,1,1,1,1,1,1
es_1412,es,0,0,0,0,0,0,0,0
es_963,es,0,1,1,1,1,1,1,1
es_430,es,1,1,1,1,1,1,1,1
es_1846,es,1,1,1,1,1,1,1,1
es_1714,es,0,0,1,1,0,0,0,1
es_319,es,0,1,1,1,0,0,0,1
es_1356,es,0,0,1,1,1,0,0,0
es_290,es,1,0,1,1,0,0,1,1
es_1829,es,0,1,1,1,1,1,1,1
es_1519,es,0,1,1,1,1,1,1,1
es_1675,es,0,0,1,1,1,0,0,1
es_460,es,1,1,1,1,1,1,1,1
es_1365,es,0,0,1,1,1,1,1,1
es_416,es,0,0,0,1,0,0,0,0
es_1150,es,0,1,1,1,1,1,1,1
es_191,es,0,0,1,1,0,0,0,0
es_1773,es,0,1,1,1,1,1,1,1
es_233,es,0,1,1,1,0,1,0,1
es_1301,es,0,0,1,1,0,0,0,0
es_559,es,0,1,1,1,1,1,1,1
es_1161,es,0,1,1,1,1,0,1,1
es_1148,es,0,1,1,1,1,1,1,1
es_915,es,0,0,1,1,1,1,0,1
es_1882,es,0,1,1,1,1,1,0,1
es_1644,es,0,0,1,1,1,0,0,1
es_444,es,0,1,1,1,1,1,1,1
es_639,es,0,0,0,1,0,0,0,0
es_180,es,0,0,1,1,1,0,0,1
es_2070,es,0,1,1,1,1,1,1,1
es_296,es,0,0,1,1,0,0,0,1
es_1698,es,0,0,0,1,0,0,0,0
es_1742,es,0,1,1,1,1,1,1,0
es_2029,es,0,1,1,1,1,1,1,1
es_330,es,1,1,1,1,1,1,1,0
es_681,es,0,1,1,1,1,1,1,1
es_1326,es,0,0,0,1,0,1,0,0
es_1745,es,0,1,1,1,1,1,1,1
es_611,es,1,0,1,1,1,0,1,1
es_1111,es,0,1,1,1,0,0,1,0
es_2072,es,0,0,1,1,1,0,1,0
es_1617,es,0,0,1,1,1,1,1,1
es_357,es,0,1,1,1,1,1,1,1
es_396,es,1,1,1,1,1,1,1,1
es_1734,es,0,1,1,1,1,1,1,1
it_1231,it,0,0,0,1,0,1,0,1
it_1713,it,0,1,1,1,1,1,1,1
it_1474,it,0,0,0,1,0,0,0,0
it_58,it,0,0,1,1,1,1,0,1
it_511,it,0,0,1,1,1,0,0,0
it_1634,it,0,0,0,1,0,1,0,0
it_1798,it,0,1,1,1,1,1,0,1
it_665,it,0,0,0,1,1,1,1,1
it_1200,it,0,0,1,1,1,1,1,1
it_523,it,0,1,0,1,0,0,0,0
it_843,it,0,0,0,1,0,0,0,0
it_700,it,0,1,0,1,0,1,0,0
it_1753,it,0,1,1,1,1,1,1,1
it_1770,it,1,0,0,1,0,0,0,0
it_1443,it,0,1,1,1,1,1,1,1
it_1626,it,0,0,0,1,0,0,1,0
it_630,it,0,0,0,1,1,1,0,0
it_1104,it,0,0,1,1,0,0,0,0
it_1717,it,0,0,1,1,0,0,0,1
it_640,it,0,0,1,1,0,0,0,0
it_625,it,0,1,1,1,1,1,1,1
it_1155,it,1,1,1,1,1,1,1,1
it_1641,it,1,1,1,1,1,1,1,1
it_876,it,0,0,0,1,1,0,0,0
it_776,it,1,0,0,1,0,0,0,0
it_1779,it,1,0,0,1,0,0,0,0
it_82,it,0,1,1,1,1,1,1,1
it_355,it,1,1,1,1,0,0,0,1
it_1640,it,0,1,1,1,0,0,0,1
it_1020,it,1,0,1,1,0,0,0,0
it_598,it,1,0,1,1,1,0,0,1
it_210,it,1,0,0,1,0,0,0,0
it_1097,it,0,1,1,1,1,1,1,1
it_996,it,0,0,0,1,0,0,0,0
it_304,it,0,1,1,1,1,0,0,1
it_1289,it,0,0,1,1,0,0,0,0
it_208,it,0,0,0,1,1,1,1,0
it_41,it,0,0,1,1,1,0,0,0
it_1127,it,0,0,0,1,1,0,1,1
it_546,it,1,0,1,1,0,0,0,0
it_205,it,0,0,0,1,0,0,0,0
it_212,it,0,1,1,1,1,1,1,1
it_1553,it,0,0,0,1,0,0,0,0
it_437,it,0,1,1,1,1,0,0,0
it_194,it,0,0,0,1,0,0,0,0
it_1524,it,0,0,1,1,1,1,0,1
it_971,it,0,0,0,1,0,0,0,1
it_480,it,1,0,0,1,0,0,0,0
it_1108,it,0,1,1,1,1,1,1,1
it_1178,it,0,0,1,1,0,1,1,0
it_1136,it,0,0,1,1,1,1,0,0
it_306,it,0,0,1,1,0,0,0,0
it_614,it,0,1,0,1,1,1,0,1
it_370,it,0,1,1,1,1,1,1,1
it_750,it,0,0,0,1,1,0,0,0
it_417,it,0,1,1,1,1,1,1,1
it_736,it,0,0,1,1,1,0,0,1
it_445,it,0,0,0,1,0,0,0,0
it_583,it,0,1,1,1,1,1,1,1
it_690,it,0,0,0,1,0,0,0,0
it_1454,it,0,0,0,1,1,0,0,1
it_892,it,0,0,0,1,0,0,0,0
it_910,it,1,0,0,1,0,0,0,0
it_1637,it,0,1,1,1,1,1,1,1
it_922,it,0,0,1,1,0,0,0,0
it_766,it,0,0,0,1,0,0,0,0
it_530,it,0,0,0,1,0,0,0,0
it_950,it,1,1,1,1,1,1,1,1
it_1746,it,0,0,1,1,1,0,0,1
it_1371,it,0,0,0,1,0,0,0,0
it_739,it,0,0,0,1,0,0,0,0
it_77,it,0,1,0,1,0,1,0,0
it_1165,it,0,0,0,1,0,0,0,0
it_440,it,0,1,1,1,1,1,1,1
it_1699,it,1,1,1,1,1,1,1,1
it_709,it,1,0,1,1,0,0,0,0
it_1797,it,0,0,0,1,0,0,0,0
it_983,it,0,0,0,1,1,1,1,1
it_696,it,1,0,0,1,0,0,0,0
it_810,it,0,1,0,1,0,1,0,0
it_584,it,1,1,1,1,0,1,0,0
it_1471,it,0,0,0,1,0,0,1,0
it_1210,it,0,0,0,1,0,0,0,0
it_470,it,0,0,0,0,0,0,0,0
it_1423,it,0,0,1,1,1,1,0,0
it_1033,it,1,0,0,1,0,0,0,0
it_919,it,0,1,1,1,1,1,0,0
it_242,it,0,0,1,1,1,1,0,1
it_268,it,0,1,1,1,1,1,1,1
it_941,it,0,0,1,0,0,1,1,1
it_1313,it,0,0,1,1,0,0,0,0
it_1677,it,0,0,1,1,1,1,0,1
it_218,it,0,1,1,1,1,1,1,1
it_1278,it,0,0,1,1,1,1,1,1
it_1787,it,0,0,0,1,0,0,0,0
it_238,it,0,0,0,1,0,0,0,0
it_363,it,0,0,0,1,0,0,0,0
it_1321,it,0,0,0,1,0,1,0,1
it_1477,it,0,0,0,1,1,0,0,0
it_442,it,1,1,1,1,1,1,1,1
it_413,it,0,1,1,1,1,1,1,1
it_1100,it,0,1,1,1,1,1,1,1
it_410,it,0,0,1,1,0,0,0,0
it_1135,it,0,1,1,1,1,1,1,1
it_405,it,0,0,0,1,1,0,0,0
it_982,it,0,0,1,1,0,0,0,1
it_482,it,0,0,0,1,0,0,0,0
it_1366,it,0,0,1,1,0,0,0,0
it_531,it,0,1,0,1,1,1,0,1
it_89,it,1,1,1,1,1,1,1,1
it_536,it,0,0,0,1,0,0,0,0
it_1464,it,0,1,1,1,1,1,1,1
it_1367,it,0,1,1,1,1,1,1,1
it_203,it,0,1,1,1,1,1,1,1
it_1023,it,0,0,1,1,0,0,0,0
it_850,it,0,0,0,1,0,1,0,1
it_742,it,0,1,1,1,1,1,1,1
it_1192,it,1,1,1,1,1,1,0,1
it_372,it,0,0,1,1,0,0,0,0
it_1047,it,0,0,0,1,0,0,0,0
it_290,it,0,0,0,1,0,0,0,0
it_225,it,1,1,1,1,0,1,0,0
it_1101,it,0,1,1,1,1,0,0,1
it_1441,it,0,0,0,1,0,0,0,0
it_174,it,0,1,1,1,1,1,1,1
it_1519,it,1,1,1,1,1,1,0,1
it_1707,it,0,0,1,1,1,0,0,0
it_659,it,0,0,0,1,0,1,0,0
it_1077,it,1,0,0,1,0,0,0,0
it_95,it,0,0,0,1,0,0,0,0
it_1072,it,0,0,0,0,0,0,0,0
it_834,it,0,0,1,1,0,0,0,0
it_1533,it,0,0,1,1,0,0,0,0
it_977,it,1,0,0,1,0,0,0,0
it_449,it,0,0,1,1,0,0,0,0
it_1068,it,0,1,1,1,1,1,1,1
it_1560,it,1,0,1,1,0,0,1,1
it_1318,it,0,0,0,1,0,1,0,0
it_259,it,0,0,0,1,0,1,0,1
it_163,it,0,1,1,1,0,1,0,0
it_1390,it,0,0,1,1,0,1,1,0
it_265,it,0,0,0,1,0,0,0,0
it_646,it,1,0,1,0,1,1,1,1
it_65,it,0,0,1,1,0,0,0,0
it_289,it,0,0,0,1,0,0,0,0
it_1053,it,0,0,1,1,0,0,0,0
it_737,it,0,1,0,1,1,1,1,1
it_1168,it,0,0,0,1,0,0,0,0
it_400,it,0,0,0,1,0,1,0,0
it_1323,it,0,1,1,1,1,1,1,1
it_1307,it,1,1,1,1,1,1,1,1
it_390,it,0,1,1,1,1,1,1,1
it_1009,it,0,0,1,1,1,1,0,1
it_1280,it,0,0,0,1,0,1,0,0
it_375,it,0,0,0,1,1,0,0,0
it_980,it,0,0,0,1,1,1,1,0
it_1342,it,0,1,1,1,1,1,1,1
it_802,it,0,0,1,1,1,1,1,1
it_1535,it,0,0,0,1,1,1,0,0
it_894,it,0,0,0,1,1,1,0,1
it_1170,it,0,0,0,1,0,0,0,0
it_1421,it,0,1,1,1,1,1,1,1
it_108,it,0,0,0,1,0,0,0,0
it_765,it,1,0,1,1,1,1,1,1
it_581,it,0,1,1,1,1,1,1,1
it_1620,it,0,1,0,1,1,0,1,1
it_368,it,0,1,1,1,1,0,0,1
it_1343,it,0,1,1,1,1,0,0,1
it_1702,it,0,0,1,1,1,1,0,1
it_725,it,0,1,1,1,1,1,1,1
it_800,it,1,0,1,1,1,1,1,1
it_773,it,1,0,1,1,0,0,0,1
it_1587,it,0,0,0,1,0,0,0,0
it_1487,it,0,1,0,1,1,0,1,1
it_1463,it,1,1,1,1,1,0,1,1
it_196,it,0,0,0,1,0,0,0,0
it_4,it,0,0,0,1,0,0,0,0
it_840,it,0,1,1,1,0,1,1,0
it_394,it,0,0,0,1,0,0,0,0
it_655,it,0,1,1,1,1,1,1,1
it_786,it,0,1,1,1,0,0,0,1
it_1731,it,0,0,0,1,1,0,0,0
it_714,it,0,0,1,1,0,0,0,0
it_312,it,0,0,0,1,0,0,0,0
it_1305,it,0,0,0,1,1,1,1,0
it_1082,it,0,1,1,1,0,0,1,0
it_88,it,0,0,0,0,0,0,0,0
it_845,it,0,1,1,1,1,1,1,0
it_600,it,0,0,0,1,0,0,0,0
it_476,it,1,1,1,1,1,1,1,1
it_769,it,0,1,1,1,1,0,0,0
it_1742,it,0,0,0,1,0,0,0,0
it_1782,it,0,0,0,1,0,0,0,0
it_1185,it,0,1,1,1,1,1,1,1
it_1719,it,0,0,0,1,0,0,0,0
it_1132,it,1,0,0,1,1,0,0,0
it_1456,it,0,0,0,1,0,0,0,0
it_722,it,1,0,1,1,0,1,1,1
it_1269,it,0,0,0,1,0,0,0,0
it_1722,it,0,0,1,1,1,0,1,1
it_1536,it,0,0,1,1,0,0,0,0
it_1538,it,0,0,0,1,0,1,0,0
it_1681,it,1,1,1,1,1,1,1,1
it_1029,it,0,0,0,1,0,0,0,0
it_96,it,0,1,1,1,1,1,1,1
it_103,it,0,1,0,1,0,1,1,1
it_39,it,0,0,1,1,1,1,1,1
it_1720,it,0,0,1,1,0,0,0,0
it_730,it,0,0,1,1,0,0,0,0
it_785,it,0,0,1,1,0,0,0,0
it_178,it,0,0,1,1,1,1,1,1
it_1134,it,0,0,1,1,1,1,1,1
it_1052,it,0,0,1,1,0,0,0,0
it_483,it,1,1,1,1,1,1,1,1
it_580,it,0,0,0,1,0,0,0,0
it_1282,it,0,0,0,1,0,1,0,0
it_1002,it,0,0,0,1,1,1,1,1
it_75,it,0,0,0,1,0,0,0,0
it_1696,it,1,0,0,1,0,0,0,0
it_1276,it,0,0,0,0,0,1,1,0
it_53,it,0,0,0,1,0,0,0,0
it_842,it,0,1,1,1,1,1,1,1
it_868,it,0,0,0,1,0,0,0,0
it_495,it,0,0,1,1,0,0,0,0
it_1227,it,0,0,0,1,0,1,1,1
it_1768,it,0,0,1,1,0,0,0,0
it_1486,it,1,0,1,1,1,0,1,1
it_255,it,1,0,0,0,0,0,0,0
it_1000,it,1,1,1,1,1,1,1,1
it_1683,it,0,0,1,1,0,0,0,0
it_1676,it,0,1,1,1,1,0,0,0
it_148,it,0,0,0,1,0,0,0,1
it_8,it,1,0,0,1,0,0,0,0
it_1362,it,0,0,1,1,1,0,0,0
it_993,it,1,1,1,1,1,1,1,1
it_575,it,0,1,1,1,1,1,1,1
it_974,it,0,0,0,1,0,0,0,0
it_948,it,0,0,0,1,0,0,0,0
it_1171,it,0,1,1,1,1,1,1,1
it_1103,it,0,0,0,1,0,0,0,0
it_1451,it,0,1,1,1,1,1,1,1
it_113,it,0,1,1,1,1,1,0,1
it_1496,it,0,0,0,1,0,0,0,0
it_1491,it,0,1,1,1,1,0,1,1
it_392,it,0,1,0,1,1,1,1,1
it_295,it,1,0,0,1,0,1,0,0
it_1347,it,0,0,1,1,1,0,0,0
it_1198,it,0,0,0,1,0,0,0,0
it_123,it,1,1,1,1,1,1,1,0
it_16,it,1,1,1,1,1,0,1,1
it_35,it,0,0,0,1,0,0,0,0
it_329,it,1,0,0,1,0,1,0,0
it_412,it,0,0,0,1,0,0,0,0
it_1666,it,0,1,1,1,1,1,0,1
it_42,it,1,0,0,1,0,0,0,0
it_250,it,1,1,0,1,0,0,0,1
it_1513,it,0,1,1,1,1,1,1,1
it_262,it,0,0,0,1,0,0,0,0
it_1359,it,0,0,0,1,0,0,0,0
it_321,it,0,1,1,1,1,1,1,1
it_159,it,0,1,1,1,1,1,1,1
it_1795,it,0,0,0,1,0,0,0,0
it_952,it,0,1,1,1,1,1,1,1
it_848,it,1,1,1,1,1,1,1,1
it_1133,it,0,0,1,1,0,1,0,0
it_1015,it,0,0,0,1,0,0,0,0
it_721,it,0,1,0,1,0,0,1,0
it_117,it,0,0,0,1,1,0,0,1
it_292,it,0,1,1,1,1,1,1,1
it_627,it,0,0,0,1,0,0,0,0
it_349,it,0,0,0,1,0,0,1,1
it_1261,it,1,0,1,1,0,1,1,0
it_213,it,0,0,0,1,1,1,1,1
it_176,it,0,0,0,1,0,0,0,0
it_683,it,0,0,1,1,1,0,1,1
it_1298,it,0,1,1,1,1,1,1,1
it_548,it,0,1,1,1,1,1,1,1
it_1785,it,0,0,1,1,0,1,0,1
it_1457,it,1,0,1,1,0,0,0,0
it_677,it,0,0,0,1,0,0,0,0
it_1748,it,0,0,1,1,0,1,0,0
it_1523,it,0,0,0,1,0,0,0,0
it_107,it,0,0,0,1,0,0,0,0
it_131,it,0,1,1,1,1,1,1,1
it_672,it,0,1,1,1,1,0,0,1
it_273,it,0,0,1,1,0,0,0,0
it_1105,it,0,1,1,1,1,1,0,1
it_1355,it,0,1,1,1,1,1,1,1
it_446,it,0,0,1,1,0,0,0,0
it_1159,it,0,1,1,1,1,1,1,1
it_40,it,0,0,0,1,0,0,0,0
it_373,it,0,1,1,1,1,1,1,1
it_471,it,0,0,0,1,0,0,0,0
it_260,it,0,1,1,1,1,0,1,1
it_943,it,0,0,1,1,1,1,0,0
it_905,it,0,0,0,0,0,1,0,0
it_508,it,0,0,1,1,1,1,0,0
it_1400,it,0,0,1,1,0,0,0,1
it_728,it,0,0,1,1,0,0,0,0
it_619,it,1,0,0,1,0,0,0,0
it_1548,it,0,0,1,1,1,1,0,1
it_1118,it,1,0,0,1,0,0,0,0
it_1172,it,0,1,1,1,1,1,0,0
it_1259,it,1,0,1,1,0,0,0,1
it_1126,it,0,0,0,1,0,0,0,0
it_561,it,0,0,1,1,0,0,0,0
it_1645,it,0,1,1,1,0,1,1,0
it_1220,it,0,1,1,1,1,1,1,1
it_571,it,0,0,0,1,0,0,0,0
it_994,it,0,1,1,1,0,0,0,0
it_512,it,1,0,0,1,0,0,0,0
it_997,it,0,0,1,1,0,0,0,0
it_175,it,0,0,1,1,0,0,0,0
it_1312,it,1,1,1,1,1,1,1,1
it_1055,it,0,1,1,1,1,1,1,1
it_1383,it,0,0,0,1,1,1,1,0
it_1078,it,0,1,1,1,1,1,1,1
it_278,it,0,0,0,1,0,1,0,0
it_402,it,0,0,0,1,1,0,0,1
it_1788,it,0,0,1,1,0,0,0,0
it_715,it,0,0,0,1,0,1,0,0
it_459,it,0,0,1,1,0,1,0,1
it_1437,it,1,0,1,1,1,1,1,1
it_351,it,0,0,0,1,0,0,0,0
it_1384,it,0,1,0,1,1,0,1,0
it_885,it,0,0,0,1,0,0,0,0
it_151,it,0,1,0,1,0,1,0,0
it_438,it,0,1,1,1,0,0,0,0
it_542,it,0,0,0,1,0,1,0,0
it_679,it,1,1,1,1,1,1,1,1
it_764,it,0,0,1,1,1,1,0,1
it_1470,it,0,0,0,1,0,0,0,0
it_162,it,1,0,1,1,0,0,0,0
it_694,it,0,0,0,1,0,0,0,0
it_85,it,0,0,1,1,0,0,0,0
it_1067,it,0,0,0,1,0,0,0,0
it_1718,it,1,0,0,1,0,1,0,1
it_1629,it,0,0,1,1,0,0,0,0
it_504,it,0,0,1,1,0,1,0,0
it_127,it,0,1,0,1,0,0,0,1
it_1273,it,0,0,0,1,0,1,1,0
it_60,it,0,1,1,1,1,1,1,1
it_964,it,0,1,0,1,1,1,0,0
it_350,it,0,0,0,1,0,0,0,0
it_1680,it,0,0,1,1,1,1,1,1
it_969,it,0,0,0,1,0,1,0,0
it_685,it,1,0,1,1,0,1,0,0
it_211,it,0,0,1,1,0,0,0,0
it_223,it,0,0,0,1,0,0,0,0
it_1796,it,0,0,0,1,0,0,0,0
it_84,it,0,0,0,1,1,0,0,0
it_1205,it,0,0,0,1,0,0,0,0
it_1150,it,0,1,1,1,1,1,1,1
it_1143,it,0,0,0,1,0,0,0,0
it_886,it,0,0,0,1,0,0,0,0
it_140,it,1,1,0,1,0,0,0,0
it_133,it,0,1,1,1,1,1,1,1
it_1237,it,0,0,1,1,1,0,0,0
it_745,it,0,0,0,0,0,0,0,0
it_1771,it,0,0,0,1,0,0,0,0
it_701,it,1,0,1,1,0,1,0,0
it_1759,it,0,0,0,0,0,0,0,0
it_1537,it,1,1,1,1,1,1,1,0
it_184,it,0,1,1,1,1,1,1,1
it_331,it,0,1,1,1,1,0,0,0
it_1706,it,1,0,0,1,0,1,1,1
it_1024,it,0,0,1,1,1,1,0,0
it_1685,it,1,0,1,1,0,0,0,0
it_101,it,0,0,1,1,0,0,0,0
it_425,it,0,0,0,1,0,0,0,0
it_240,it,0,0,0,1,0,0,0,0
it_1043,it,0,0,0,1,0,0,0,0
it_898,it,0,0,0,1,0,0,0,0
it_340,it,0,0,0,0,0,1,0,1
it_759,it,0,0,0,1,0,0,0,0
it_951,it,0,0,0,1,0,0,0,0
it_1668,it,0,0,1,1,1,1,1,1
it_1738,it,0,0,0,1,0,0,0,0
it_658,it,0,0,0,1,0,0,0,0
it_160,it,0,0,0,1,0,0,0,0
it_1022,it,0,0,1,1,1,1,0,1
it_1110,it,0,1,1,1,0,1,0,0
it_1526,it,0,0,1,1,0,1,0,0
it_1223,it,0,0,0,1,0,0,0,0
it_1008,it,0,0,1,1,0,0,0,0
it_660,it,0,0,1,1,0,0,0,0
it_215,it,0,1,1,1,0,0,0,0
it_1151,it,0,0,1,1,0,0,0,0
it_1609,it,0,0,0,1,0,1,0,0
it_142,it,0,0,1,1,0,0,0,0
it_1693,it,0,0,1,1,0,0,0,0
it_1703,it,0,0,0,1,0,0,0,0
it_1545,it,0,1,0,1,1,0,1,0
it_560,it,1,0,0,1,0,0,0,0
it_540,it,0,1,1,1,1,1,0,0
it_1499,it,0,1,1,1,1,1,1,1
it_378,it,0,1,1,1,1,1,1,1
it_638,it,1,0,1,1,0,0,0,0
it_150,it,1,0,1,1,0,0,0,0
it_846,it,0,1,0,1,0,1,0,1
it_1520,it,0,0,0,0,0,0,0,0
it_1325,it,0,0,0,1,1,0,1,0
it_1284,it,0,1,1,1,1,1,1,1
it_960,it,0,0,0,1,0,1,0,1
it_1239,it,0,1,0,1,0,0,0,0
it_315,it,0,0,0,1,0,0,0,0
it_132,it,0,1,1,1,1,1,0,0
it_80,it,1,0,0,1,0,0,0,0
it_1122,it,0,0,0,1,0,1,1,0
it_1217,it,0,0,0,1,0,0,0,0
it_1481,it,0,0,1,1,0,0,0,0
it_336,it,1,1,1,1,0,0,0,1
it_11,it,0,1,1,1,1,1,1,1
it_1248,it,1,1,0,1,1,1,1,1
it_651,it,0,0,0,1,1,1,0,0
it_361,it,0,0,0,1,0,0,0,1
it_669,it,0,0,1,1,1,1,0,1
it_1190,it,1,0,1,1,0,0,0,1
it_6,it,0,0,1,1,0,0,0,0
it_1303,it,0,1,1,1,1,1,1,1
it_1330,it,0,0,0,1,0,1,1,0
it_1350,it,0,1,1,1,1,1,1,1
it_177,it,0,0,0,1,0,1,0,0
it_1662,it,0,0,0,0,0,1,0,0
it_461,it,0,1,1,1,1,1,1,1
it_1073,it,0,1,1,1,1,1,1,0
it_1425,it,1,0,0,1,0,0,0,0
it_527,it,0,1,1,1,1,1,1,1
it_277,it,0,1,0,1,1,0,0,1
it_1144,it,0,1,0,1,0,0,1,0
it_320,it,0,0,1,1,0,0,0,0
it_1493,it,0,1,1,1,0,1,1,0
it_1613,it,0,0,0,1,0,0,0,0
it_45,it,0,1,1,1,1,1,1,1
it_365,it,0,0,1,1,0,0,0,0
it_1308,it,1,1,1,1,1,0,1,0
it_1507,it,0,0,0,1,0,0,0,0
it_1574,it,0,0,0,1,0,0,0,0
it_1772,it,1,0,0,1,0,0,0,0
it_931,it,1,1,1,1,1,1,1,1
it_1799,it,1,0,0,1,0,0,0,0
it_833,it,0,0,0,1,0,0,0,0
it_1729,it,0,0,0,1,0,0,0,0
it_1756,it,0,0,0,1,1,0,0,1
it_814,it,1,0,0,1,0,0,0,0
it_1725,it,0,0,0,1,0,0,0,0
it_674,it,0,0,0,1,1,1,1,0
it_1277,it,0,1,1,1,0,0,0,0
it_1406,it,0,0,1,1,0,0,0,1
it_386,it,0,0,1,1,1,1,0,0
it_990,it,1,1,1,1,0,0,0,0
it_1664,it,0,1,1,1,1,1,1,1
it_128,it,0,0,0,1,0,0,0,0
it_1446,it,1,1,1,1,1,1,1,1
it_157,it,0,1,1,1,0,1,0,0
it_889,it,0,0,0,1,0,0,0,0
it_1534,it,0,0,1,1,1,1,0,0
it_164,it,0,1,1,1,1,1,0,1
it_1215,it,0,1,1,1,1,1,0,1
it_556,it,1,0,0,1,0,0,0,0
it_1630,it,0,1,0,1,0,0,1,0
it_510,it,0,1,1,1,1,1,1,1
it_1076,it,0,0,0,1,0,0,0,0
it_1475,it,0,0,0,1,1,0,0,1
it_62,it,1,0,1,1,0,0,0,0
it_662,it,1,0,0,1,0,0,0,0
it_1337,it,0,0,1,1,1,1,1,1
it_779,it,0,1,1,1,1,1,1,1
it_305,it,0,1,1,1,1,1,1,1
it_1288,it,0,0,1,1,1,1,1,1
it_1442,it,1,0,0,1,0,1,0,1
it_1232,it,0,0,0,1,0,0,0,1
it_713,it,0,1,1,1,1,1,1,1
it_279,it,1,1,1,1,1,0,1,1
it_1225,it,0,1,0,1,0,1,0,1
it_3,it,0,0,0,1,0,0,0,0
it_1570,it,0,0,0,1,0,0,0,0
it_918,it,1,0,1,1,0,0,0,0
it_661,it,0,0,1,1,1,1,0,0
it_1290,it,0,0,0,1,1,0,0,1
it_1115,it,0,0,1,1,0,0,1,1
it_1206,it,0,1,1,1,1,1,1,1
it_1046,it,1,0,0,1,0,0,0,0
it_602,it,0,0,1,1,1,1,0,0
it_1502,it,0,0,0,0,0,0,0,0
it_1497,it,0,0,1,1,1,1,1,1
it_1506,it,0,1,1,1,0,1,0,1
it_1542,it,0,0,0,1,0,0,0,0
it_1152,it,0,0,0,1,0,0,0,0
it_1444,it,0,1,1,1,1,1,1,1
it_699,it,0,0,0,1,1,1,1,1
it_1774,it,1,1,1,1,0,0,0,1
it_883,it,0,1,1,1,1,1,1,1
it_1735,it,0,1,1,1,1,1,1,1
it_1414,it,0,0,1,1,1,1,0,1
it_1140,it,0,1,1,1,1,1,1,1
it_1389,it,1,1,1,1,1,1,1,1
it_354,it,1,0,1,1,0,0,0,1
it_1234,it,1,1,1,1,0,1,0,0
it_682,it,1,0,0,1,0,0,0,0
it_360,it,0,1,0,1,1,1,0,1
it_927,it,0,0,0,1,0,0,0,0
it_1014,it,0,1,1,1,1,0,1,0
it_1141,it,0,0,0,1,1,0,0,0
it_534,it,0,0,0,1,0,0,0,0
it_516,it,0,1,1,1,1,1,1,1
it_720,it,1,0,0,1,0,0,0,0
it_1372,it,0,1,1,1,1,1,1,1
it_1028,it,0,1,1,1,1,0,1,1
it_353,it,1,1,1,1,1,1,1,1
it_734,it,0,1,1,1,1,0,1,1
it_1435,it,0,0,0,1,0,0,0,0
it_916,it,0,0,0,1,0,0,0,0
it_1221,it,0,1,1,1,1,1,1,1
it_397,it,0,0,0,1,0,0,0,0
it_409,it,0,0,0,1,0,0,0,0
it_1005,it,1,0,1,1,0,0,0,0
it_871,it,0,1,1,1,1,1,1,1
it_1224,it,1,0,0,1,0,0,0,0
it_545,it,0,0,1,1,0,0,0,0
it_836,it,1,1,1,1,0,0,0,0
it_1069,it,0,1,1,1,1,1,1,1
it_444,it,0,0,1,1,0,0,0,0
it_717,it,0,0,0,1,1,1,0,0
it_954,it,0,1,1,1,0,1,1,1
it_501,it,0,0,0,1,0,0,0,0
it_1011,it,0,0,1,1,0,0,0,0
it_1672,it,0,1,1,1,1,1,1,1
it_1460,it,1,0,1,1,0,0,0,0
it_12,it,0,1,0,1,0,0,0,0
it_70,it,0,0,1,1,1,1,1,1
it_1311,it,0,1,1,1,1,1,1,1
it_168,it,1,0,1,1,0,1,0,0
it_330,it,0,1,1,1,1,1,0,0
it_697,it,0,1,1,1,1,1,1,1
it_754,it,0,0,0,1,0,0,0,0
it_102,it,0,0,1,1,1,0,1,1
it_110,it,0,0,0,1,1,1,1,0
it_1116,it,0,1,1,1,1,1,1,1
it_1356,it,0,0,1,1,0,0,0,0
it_1120,it,0,0,1,1,1,1,0,0
it_1621,it,0,1,1,1,0,0,0,0
it_1650,it,1,0,0,1,0,0,0,0
it_69,it,0,1,1,1,1,1,1,1
it_1584,it,1,1,1,1,0,1,0,1
it_576,it,0,1,1,1,1,1,1,1
it_835,it,0,0,1,1,0,0,0,0
it_1412,it,1,0,0,1,0,0,0,0
it_1578,it,0,0,0,1,0,0,0,0
it_1096,it,0,0,0,1,0,0,0,0
it_430,it,0,0,0,1,0,0,0,0
it_389,it,0,0,1,1,0,0,0,0
it_274,it,0,0,1,1,1,0,0,1
